V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
564040	RR01286862	hsa-miR-130b-3p	miRNA	Homo sapiens	SERINC3	mRNA	Homo sapiens	miRBase:MIMAT0000691	NCBI:10955	0.605	AGO-CLIP	CLIP-seq//NGS//PAR-CLIP	Cupid//miRanda//MirTarget
565065	RR01607648	hsa-miR-130b-3p	miRNA	Homo sapiens	ZNF800	mRNA	Homo sapiens	miRBase:MIMAT0000691	NCBI:168850	0.6237	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
568358	RR00979629	hsa-miR-132-3p	miRNA	Homo sapiens	NAP1L1	mRNA	Homo sapiens	miRBase:MIMAT0000426	NCBI:4673	0.6099	Western blot//RT-PCR//Reporter assay//Dual luciferase reporter assay//Copurification//qRT-PCR//AGO-CLIP	CLIP-seq//Microarray	TargetScan//miRanda//MirTarget//Cupid
576044	RR00487117	hsa-miR-133a-3p	miRNA	Homo sapiens	EGFR	mRNA	Homo sapiens	miRBase:MIMAT0000427	NCBI:1956	0.652	qPCR//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//RNA-seq	TargetScan//miRanda//MirTarget
576213	RR00580716	hsa-miR-133a-3p	miRNA	Homo sapiens	FSCN1	mRNA	Homo sapiens	miRBase:MIMAT0000427	NCBI:6624	0.6122	Western blot//RT-PCR//Reporter assay//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray	Cupid//miRanda//MirTarget
577595	RR01419957	hsa-miR-133a-3p	miRNA	Homo sapiens	TAGLN2	mRNA	Homo sapiens	miRBase:MIMAT0000427	NCBI:8407	0.6157	Western blot//RT-PCR//Reporter assay//Luciferase reporter assay//IHC//qRT-PCR//AGO-CLIP	CLIP-seq//Microarray	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
579297	RR00580718	hsa-miR-133b	miRNA	Homo sapiens	FSCN1	mRNA	Homo sapiens	miRBase:MIMAT0000770	NCBI:6624	0.6182	Western blot//RT-PCR//RIP//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray	TargetScan//miRanda//MirTarget
589431	RR00950985	hsa-miR-135a-5p	miRNA	Homo sapiens	MYC	mRNA	Homo sapiens	miRBase:MIMAT0000428	NCBI:4609	0.6159	AGO-CLIP//Reporter assay//Luciferase reporter assay//Western blot	CLIP-seq//PAR-CLIP	Cupid//miRanda
600597	RR00924161	hsa-miR-137	miRNA	Homo sapiens	MIR335	miRNA	Homo sapiens	N/A	NCBI:442904	0.6198	N/A	HITS-CLIP//PAR-CLIP	N/A
600598	RR00924162	hsa-miR-137	miRNA	Homo sapiens	MIR34A	miRNA	Homo sapiens	N/A	Ensembl:ENSG00000207865	0.697	N/A	HITS-CLIP//eCLIP//PAR-CLIP	N/A
601169	RR00311091	hsa-miR-137-3p	miRNA	Homo sapiens	CDK6	mRNA	Homo sapiens	miRBase:MIMAT0000429	NCBI:1021	0.6019	RT-PCR//Reporter assay//Western blot	CLIP-seq	TargetScan//MirTarget//Bayesian target prediction algorithm
604400	RR01560384	hsa-miR-137-3p	miRNA	Homo sapiens	XIST	lncRNA	Homo sapiens	miRBase:MIMAT0000429	NCBI:7503	0.6165	qPCR//Western blot//RIP//ChIP//qRT-PCR//Luciferase reporter assay	N/A	N/A
607311	RR00295242	hsa-miR-138-5p	miRNA	Homo sapiens	CCND3	mRNA	Homo sapiens	miRBase:MIMAT0000430	NCBI:896	0.6214	Western blot//RT-PCR//Immunoblot//Reporter assay//Dual luciferase reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq	TargetScan//miRanda//MirTarget
608099	RR00694921	hsa-miR-138-5p	miRNA	Homo sapiens	H19	lncRNA	Homo sapiens	miRBase:MIMAT0000430	NCBI:283120	0.6574	qPCR//Western blot//RIP//Dual luciferase reporter assay//Luciferase reporter assay	N/A	N/A
609357	RR01217191	hsa-miR-138-5p	miRNA	Homo sapiens	RHOC	mRNA	Homo sapiens	miRBase:MIMAT0000430	NCBI:389	0.6133	Western blot//RT-PCR//RIP//Reporter assay//Dual luciferase reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
625092	RR00088996	hsa-miR-142-3p	miRNA	Homo sapiens	APC	mRNA	Homo sapiens	miRBase:MIMAT0000434	NCBI:324	0.6006	AGO-CLIP//Reporter assay//Luciferase reporter assay//Western blot	HITS-CLIP//CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
625266	RR00250738	hsa-miR-142-3p	miRNA	Homo sapiens	C16orf70	mRNA	Homo sapiens	miRBase:MIMAT0000434	NCBI:80262	0.601	AGO-CLIP	CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
625367	RR00296735	hsa-miR-142-3p	miRNA	Homo sapiens	CCNT2	mRNA	Homo sapiens	miRBase:MIMAT0000434	NCBI:905	0.6065	AGO-CLIP//Reporter assay//Luciferase reporter assay//Western blot	HITS-CLIP//CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
626051	RR00625877	hsa-miR-142-3p	miRNA	Homo sapiens	GNAS	mRNA	Homo sapiens	miRBase:MIMAT0000434	NCBI:2778	0.6246	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//TargetScan//miRanda
626280	RR00762585	hsa-miR-142-3p	miRNA	Homo sapiens	ITGAV	mRNA	Homo sapiens	miRBase:MIMAT0000434	NCBI:3685	0.6002	Reporter assay//AGO-CLIP//Western blot	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
626640	RR00928861	hsa-miR-142-3p	miRNA	Homo sapiens	MMGT1	mRNA	Homo sapiens	miRBase:MIMAT0000434	NCBI:93380	0.6063	AGO-CLIP	CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
630506	RR00218992	hsa-miR-143-3p	miRNA	Homo sapiens	BCL2	mRNA	Homo sapiens	miRBase:MIMAT0000435	NCBI:596	0.7077	qPCR//MTT assay//Western blot//RT-PCR//RIP//Reporter assay//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay//IFS	CLIP-seq//Microarray//PAR-CLIP	MirTarget
631167	RR00450987	hsa-miR-143-3p	miRNA	Homo sapiens	DNMT3A	mRNA	Homo sapiens	miRBase:MIMAT0000435	NCBI:1788	0.6107	qPCR//Western blot//RT-PCR//Reporter assay//Luciferase reporter assay//qRT-PCR//AGO-CLIP	N/A	Cupid//miRanda//MirTarget
631713	RR00711380	hsa-miR-143-3p	miRNA	Homo sapiens	HK2	mRNA	Homo sapiens	miRBase:MIMAT0000435	NCBI:3099	0.6551	qPCR//Western blot//RT-PCR//RIP//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq	miRanda//MirTarget
641408	RR00040510	hsa-miR-145-5p	miRNA	Homo sapiens	ADAM17	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:6868	0.6162	Western blot//RT-PCR//qRT-PCR//Reporter assay//IHC//ISH//Luciferase reporter assay	CLIP-seq	miRanda//MirTarget
642580	RR00580720	hsa-miR-145-5p	miRNA	Homo sapiens	FSCN1	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:6624	0.7704	qPCR//Western blot//RT-PCR//RIP//Immunoblot//Reporter assay//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray	Cupid//miRanda//MirTarget
642659	RR00617434	hsa-miR-145-5p	miRNA	Homo sapiens	GJA1	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:2697	0.607	qPCR//FISH//Western blot//qRT-PCR//Luciferase reporter assay	Microarray	N/A
642862	RR00742784	hsa-miR-145-5p	miRNA	Homo sapiens	IGF1R	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:3480	0.6115	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq	Cupid//MirTarget
643074	RR00845082	hsa-miR-145-5p	miRNA	Homo sapiens	LINC-ROR	lncRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:100885779	0.8368	Northern blot//qRT-PCR//Luciferase reporter assay//Western blot	N/A	N/A
643397	RR00948040	hsa-miR-145-5p	miRNA	Homo sapiens	MUC1	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:4582	0.608	Northern blot//qPCR//Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	N/A	miRanda
643403	RR00950988	hsa-miR-145-5p	miRNA	Homo sapiens	MYC	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:4609	0.674	qPCR//Western blot//RT-PCR//Immunoblot//Reporter assay//ChIP//qRT-PCR//Luciferase reporter assay	CLIP-seq	Cupid//miRanda
643433	RR00979265	hsa-miR-145-5p	miRNA	Homo sapiens	NANOG	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:79923	0.6001	Northern blot//qRT-PCR//Luciferase reporter assay//Western blot	N/A	N/A
644387	RR01337341	hsa-miR-145-5p	miRNA	Homo sapiens	SNHG1	lncRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:23642	0.613	qPCR//Western blot//RIP//qRT-PCR//Luciferase reporter assay	N/A	N/A
644425	RR01348445	hsa-miR-145-5p	miRNA	Homo sapiens	SOX9	mRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:6662	0.6538	Western blot//RT-PCR//RIP//IP//Reporter assay//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay//IFS	CLIP-seq//Microarray	Cupid//miRanda//MirTarget
644834	RR01495988	hsa-miR-145-5p	miRNA	Homo sapiens	TUG1	lncRNA	Homo sapiens	miRBase:MIMAT0000437	NCBI:55000	0.7195	qPCR//Western blot//RT-PCR//RIP//Reporter assay//ChIP//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//RNA-seq	TargetScan//miRanda
651685	RR01330264	hsa-miR-146a-5p	miRNA	Homo sapiens	SMAD4	mRNA	Homo sapiens	miRBase:MIMAT0000449	NCBI:4089	0.6472	Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray	Cupid//miRanda
654835	RR00757672	hsa-miR-146b-5p	miRNA	Homo sapiens	IRAK1	mRNA	Homo sapiens	miRBase:MIMAT0002809	NCBI:3654	0.6027	Northern blot//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray//PAR-CLIP	miRanda//MirTarget
656511	RR01476862	hsa-miR-146b-5p	miRNA	Homo sapiens	TRAF6	mRNA	Homo sapiens	miRBase:MIMAT0002809	NCBI:7189	0.6131	Northern blot//Western blot//RT-PCR//qRT-PCR//Reporter assay//Dual luciferase reporter assay//ELISA//IHC//ISH//Luciferase reporter assay	CLIP-seq//Microarray	miRanda//MirTarget
660518	RR00311889	hsa-miR-148a-3p	miRNA	Homo sapiens	CDKN1B	mRNA	Homo sapiens	miRBase:MIMAT0000243	NCBI:1027	0.6128	Northern blot//Western blot//Reporter assay//Luciferase reporter assay//ISH//AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
661353	RR00719418	hsa-miR-148a-3p	miRNA	Homo sapiens	HOTAIR	lncRNA	Homo sapiens	miRBase:MIMAT0000243	NCBI:100124700	0.6499	qRT-PCR//Luciferase reporter assay	N/A	N/A
679252	RR00919843	hsa-miR-150-5p	miRNA	Homo sapiens	MIAT	lncRNA	Homo sapiens	miRBase:MIMAT0000451	NCBI:440823	0.6155	qPCR//Western blot//IFA//RIP//Dual luciferase reporter assay//qRT-PCR//Luciferase reporter assay	Microarray	N/A
679347	RR00950303	hsa-miR-150-5p	miRNA	Homo sapiens	MYB	mRNA	Homo sapiens	miRBase:MIMAT0000451	NCBI:4602	0.7268	Western blot//RT-PCR//qRT-PCR//Reporter assay//IHC//ISH//Luciferase reporter assay	CLIP-seq//Microarray//TaqMan array	TargetScan//miRanda//MirTarget//Cupid
682645	RR00234142	hsa-miR-152-3p	miRNA	Homo sapiens	BTBD3	mRNA	Homo sapiens	miRBase:MIMAT0000438	NCBI:22903	0.6069	N/A	CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
682828	RR00311892	hsa-miR-152-3p	miRNA	Homo sapiens	CDKN1B	mRNA	Homo sapiens	miRBase:MIMAT0000438	NCBI:1027	0.6039	AGO-CLIP	CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
683143	RR00450863	hsa-miR-152-3p	miRNA	Homo sapiens	DNMT1	mRNA	Homo sapiens	miRBase:MIMAT0000438	NCBI:1786	0.6838	RT-PCR//Luciferase reporter assay//Western blot	N/A	MirTarget
699027	RR00057150	hsa-miR-155-5p	miRNA	Homo sapiens	AGTR1	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:185	0.6137	Northern blot//qPCR//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	N/A	Cupid//miRanda
699231	RR00209412	hsa-miR-155-5p	miRNA	Homo sapiens	BACH1	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:571	0.6903	Western blot//RT-PCR//qRT-PCR//Reporter assay//Dual luciferase reporter assay//IHC//ISH//Luciferase reporter assay	CLIP-seq//Microarray//PAR-CLIP	TargetScan//Cupid//miRanda//MirTarget//PicTar
699516	RR00314433	hsa-miR-155-5p	miRNA	Homo sapiens	CEBPB	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:1051	0.7071	Western blot//RT-PCR//3UTR reporter assay//Immunoblot//Reporter assay//ICC//ChIP//Mass spectrometry//ELISA//IHC//qRT-PCR//Luciferase reporter assay//IFS	HITS-CLIP//Microarray//CLIP-seq	TargetScan//miRanda//MirTarget//Cupid
699895	RR00478760	hsa-miR-155-5p	miRNA	Homo sapiens	E2F2	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:1870	0.6051	Western blot//RT-PCR//Reporter assay//IHC//MTS assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
700355	RR00699158	hsa-miR-155-5p	miRNA	Homo sapiens	HBP1	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:26959	0.615	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
700497	RR00753107	hsa-miR-155-5p	miRNA	Homo sapiens	INPP5D	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:3635	0.6926	Northern blot//EMSA//Western blot//RT-PCR//qRT-PCR//Reporter assay//IHC//ISH//Luciferase reporter assay	Microarray	TargetScan//miRanda//MirTarget
700545	RR00779834	hsa-miR-155-5p	miRNA	Homo sapiens	JARID2	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:3720	0.6099	Western blot//RT-PCR//qRT-PCR//IP//Reporter assay//ISH//Luciferase reporter assay	CLIP-seq//ChIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
701391	RR01095812	hsa-miR-155-5p	miRNA	Homo sapiens	PICALM	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:8301	0.6135	RT-PCR//Mass spectrometry//Western blot//Reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	TargetScan//Cupid//miRanda//MirTarget//PicTar
702251	RR01417391	hsa-miR-155-5p	miRNA	Homo sapiens	TAB2	mRNA	Homo sapiens	miRBase:MIMAT0000646	NCBI:23118	0.6384	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
705330	RR00218996	hsa-miR-15a-5p	miRNA	Homo sapiens	BCL2	mRNA	Homo sapiens	miRBase:MIMAT0000068	NCBI:596	0.7002	qPCR//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//Cupid//miRanda//MirTarget//miRWalk
705576	RR00295033	hsa-miR-15a-5p	miRNA	Homo sapiens	CCND2	mRNA	Homo sapiens	miRBase:MIMAT0000068	NCBI:894	0.6011	Northern blot//qPCR//Luciferase reporter assay//Reporter assay	CLIP-seq//CLASH//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
706145	RR00479444	hsa-miR-15a-5p	miRNA	Homo sapiens	E2F7	mRNA	Homo sapiens	miRBase:MIMAT0000068	NCBI:144455	0.6026	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
708697	RR01299016	hsa-miR-15a-5p	miRNA	Homo sapiens	SHOC2	mRNA	Homo sapiens	miRBase:MIMAT0000068	NCBI:8036	0.6019	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
711899	RR00218997	hsa-miR-15b-5p	miRNA	Homo sapiens	BCL2	mRNA	Homo sapiens	miRBase:MIMAT0000417	NCBI:596	0.611	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
712712	RR00479445	hsa-miR-15b-5p	miRNA	Homo sapiens	E2F7	mRNA	Homo sapiens	miRBase:MIMAT0000417	NCBI:144455	0.6026	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
715305	RR01299017	hsa-miR-15b-5p	miRNA	Homo sapiens	SHOC2	mRNA	Homo sapiens	miRBase:MIMAT0000417	NCBI:8036	0.6019	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
715453	RR01330621	hsa-miR-15b-5p	miRNA	Homo sapiens	SMAD7	mRNA	Homo sapiens	miRBase:MIMAT0000417	NCBI:4092	0.6153	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//CLASH//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
716207	RR01539572	hsa-miR-15b-5p	miRNA	Homo sapiens	VEGFA	mRNA	Homo sapiens	miRBase:MIMAT0000417	NCBI:7422	0.6376	Western blot//RT-PCR//AGO-CLIP//Reporter assay//ELISA//Luciferase reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
720850	RR00219000	hsa-miR-16-5p	miRNA	Homo sapiens	BCL2	mRNA	Homo sapiens	miRBase:MIMAT0000069	NCBI:596	0.8063	Northern blot//MTT assay//Western blot//RT-PCR//RIP//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	HITS-CLIP//NGS//Sequencing//CLIP-seq//PAR-CLIP//Microarray	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
721111	RR00294795	hsa-miR-16-5p	miRNA	Homo sapiens	CCND1	mRNA	Homo sapiens	miRBase:MIMAT0000069	NCBI:595	0.6585	Northern blot//qPCR//MTT assay//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
721114	RR00295348	hsa-miR-16-5p	miRNA	Homo sapiens	CCNE1	mRNA	Homo sapiens	miRBase:MIMAT0000069	NCBI:898	0.6685	Northern blot//qPCR//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq//CLASH//PAR-CLIP//Microarray	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
721675	RR00479448	hsa-miR-16-5p	miRNA	Homo sapiens	E2F7	mRNA	Homo sapiens	miRBase:MIMAT0000069	NCBI:144455	0.6026	N/A	HITS-CLIP//NGS//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
722589	RR00804020	hsa-miR-16-5p	miRNA	Homo sapiens	KIF5B	mRNA	Homo sapiens	miRBase:MIMAT0000069	NCBI:3799	0.6073	N/A	HITS-CLIP//NGS//CLIP-seq//CLASH//PAR-CLIP	Cupid//miRanda//MirTarget
724263	RR01299020	hsa-miR-16-5p	miRNA	Homo sapiens	SHOC2	mRNA	Homo sapiens	miRBase:MIMAT0000069	NCBI:8036	0.6132	Mass spectrometry	HITS-CLIP//NGS//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
728003	RR00219353	hsa-miR-17-5p	miRNA	Homo sapiens	BCL2L11	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:10018	0.6959	Northern blot//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
728338	RR00311733	hsa-miR-17-5p	miRNA	Homo sapiens	CDKN1A	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:1026	0.7358	Northern blot//qPCR//Immunoassay//Western blot//RT-PCR//RIP//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
728829	RR00478605	hsa-miR-17-5p	miRNA	Homo sapiens	E2F1	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:1869	0.6487	Northern blot//Immunoassay//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq//ChIP-seq	Cupid//miRanda//MirTarget
730295	RR00921085	hsa-miR-17-5p	miRNA	Homo sapiens	MIDN	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:90007	0.6019	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
731137	RR01151477	hsa-miR-17-5p	miRNA	Homo sapiens	PTEN	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:5728	0.7488	qRT-PCR//Luciferase reporter assay//Western blot	N/A	N/A
731216	RR01187136	hsa-miR-17-5p	miRNA	Homo sapiens	RAB5B	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:5869	0.6068	N/A	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
732182	RR01438085	hsa-miR-17-5p	miRNA	Homo sapiens	TGFBR2	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:7048	0.6116	Western blot//RT-PCR//Immunoblot//qRT-PCR//Reporter assay//IHC//ISH//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
732717	RR01570693	hsa-miR-17-5p	miRNA	Homo sapiens	ZBTB4	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:57659	0.6404	qPCR//Western blot//Luciferase reporter assay//Reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
732919	RR01609339	hsa-miR-17-5p	miRNA	Homo sapiens	ZNFX1	mRNA	Homo sapiens	miRBase:MIMAT0000070	NCBI:57169	0.6076	Luciferase reporter assay//Reporter assay	HITS-CLIP//CLIP-seq//CLASH//PAR-CLIP//GMUCT	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
735303	RR00219004	hsa-miR-181a-5p	miRNA	Homo sapiens	BCL2	mRNA	Homo sapiens	miRBase:MIMAT0000256	NCBI:596	0.7143	qPCR//Western blot//RT-PCR//Immunoblot//qRT-PCR//Reporter assay//IHC//ISH//Luciferase reporter assay	CLIP-seq//miRNA array//PAR-CLIP	Cupid//miRanda//TargetScan//MirTarget
737118	RR00814506	hsa-miR-181a-5p	miRNA	Homo sapiens	KRAS	mRNA	Homo sapiens	miRBase:MIMAT0000256	NCBI:3845	0.6002	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//NGS//PAR-CLIP//Sequencing	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
743215	RR00431054	hsa-miR-181b-5p	miRNA	Homo sapiens	DDX3X	mRNA	Homo sapiens	miRBase:MIMAT0000257	NCBI:1654	0.6117	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
754593	RR00431056	hsa-miR-181d-5p	miRNA	Homo sapiens	DDX3X	mRNA	Homo sapiens	miRBase:MIMAT0002821	NCBI:1654	0.6117	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
761899	RR00576662	hsa-miR-182-5p	miRNA	Homo sapiens	FOXO1	mRNA	Homo sapiens	miRBase:MIMAT0000259	NCBI:2308	0.6216	Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray//PAR-CLIP	TargetScan//MirTarget//Bayesian target prediction algorithm
771388	RR00762732	hsa-miR-183-5p	miRNA	Homo sapiens	ITGB1	mRNA	Homo sapiens	miRBase:MIMAT0000261	NCBI:3688	0.6046	qPCR//Western blot//RT-PCR//Immunoblot//Reporter assay//ICC//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq	TargetScan//miRanda//MirTarget//Cupid
772089	RR01077023	hsa-miR-183-5p	miRNA	Homo sapiens	PDCD4	mRNA	Homo sapiens	miRBase:MIMAT0000261	NCBI:27250	0.6306	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq	TargetScan//miRanda//MirTarget//Cupid
777210	RR00295041	hsa-miR-185-5p	miRNA	Homo sapiens	CCND2	mRNA	Homo sapiens	miRBase:MIMAT0000455	NCBI:894	0.6335	qPCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	MirTarget
798259	RR01151493	hsa-miR-18a-5p	miRNA	Homo sapiens	PTEN	mRNA	Homo sapiens	miRBase:MIMAT0000072	NCBI:5728	0.6153	qPCR//Western blot//RT-PCR//RIP//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	N/A	miRanda
798458	RR01250128	hsa-miR-18a-5p	miRNA	Homo sapiens	RUNX1	mRNA	Homo sapiens	miRBase:MIMAT0000072	NCBI:861	0.6087	qPCR//qRT-PCR//Luciferase reporter assay//Western blot	CLIP-seq	Cupid//miRanda//MirTarget
829820	RR00905446	hsa-miR-193a-3p	miRNA	Homo sapiens	MCL1	mRNA	Homo sapiens	miRBase:MIMAT0000459	NCBI:4170	0.6659	qPCR//Western blot//RT-PCR//Reporter assay//ELISA//Luciferase reporter assay//qRT-PCR//AGO-CLIP//IFS	CLIP-seq//Microarray	Cupid//miRanda//MirTarget
832184	RR00514759	hsa-miR-193b-3p	miRNA	Homo sapiens	ETS1	mRNA	Homo sapiens	miRBase:MIMAT0002819	NCBI:2113	0.6212	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	TargetScan//miRanda//MirTarget
832634	RR00814516	hsa-miR-193b-3p	miRNA	Homo sapiens	KRAS	mRNA	Homo sapiens	miRBase:MIMAT0002819	NCBI:3845	0.601	Western blot//RT-PCR//qRT-PCR//Reporter assay//ISH//Luciferase reporter assay	CLIP-seq//Microarray//PAR-CLIP	TargetScan//miRanda//MirTarget//Cupid
